,skill,label,ilan_no
1500, problem cozumu koordinasyon becerileri gelismis ,sap,197
1501, iletisim becerisine sahip ,sap,197
1502,cobit disiplininde calismis ,sap,197
1503,depo yonetimi ,sap,197
1504,kalite ,sap,197
1505,sevkiyat ,sap,197
1506,satin alma ,sap,197
1507, perakende sektoru,sap,197
1508, finans ,sap,197
1509,maliyet muhasebesi ,sap,197
1510,duran varlik yonetimi ,sap,197
1511,karlilik gayrimenkul yonetimi,sap,197
1512,  proje yoneticisi ,sap,197
1513, full cycle ,sap,198
1514,analitik dusunen,sap,198
1515,musteri ihtiyaclari dogrultusunda cozum uretebilen ,sap,198
1516,ekip calismasina yatkin,sap,198
1517,  iletisim becerileri olan,sap,198
1518, ingilizce ,sap,198
1519,esnek calisma saatlerine uyum gosterebilen,sap,198
1520,yurtici seyahat engeli olmayan,sap,198
1521,modul deneyim sahibi,sap,199
1522,modul bilgisi olan ,sap,199
1523,iletisim becerilerine sahip ,sap,199
1524,ingilizce,sap,199
1525,satis sevkiyat fiyatlandirma ,sap,199
1526,faturalama ,sap,199
1527,irsaliye sureclerindeki tasarimlari yapmak,sap,199
1528, fatura,sap,199
1529, arsiv fatura,sap,199
1530,  abap uzmani birlikte calismak ,sap,199
1531,sureclerinin analiz edilmesi ,sap,199
1532,problemlerin analiz edilmesi,sap,199
1533,ingilizce,sap,200
1534,almanca,sap,200
1535,yazilim gelistirme tecrubesine sahip,sap,200
1536, mssql ,sap,200
1537, troia yazilim diline hakim ,sap,200
1538,android isletim sistem,sap,200
1539,analitik ,sap,200
1540,dinamik ,sap,200
1541,cozum odakli ,sap,200
1542,hedef odakli ,sap,200
1543,neden sonuc iliskisini kurabilen ,sap,200
1544,yuksek tempolu calisma ortamina uyum saglayabilen,sap,200
1545, merakli ,sap,200
1546,arastirmaci ,sap,200
1547,sorgulayici,sap,200
1548, proje yonetim tecrubesine sahip ,sap,200
1549,kendini gelistirmeye istekli ,sap,200
1550,sektorel gelismeleri takip eden ,sap,200
1551,surekli iyilestirme yaklasimina sahip ,sap,200
1552,grup yoneticisi,sap,201
1553,  abap,sap,201
1554,basis ,sap,201
1555, fiori ,sap,201
1556,abap object orient ,sap,201
1557,servis olusturma,sap,201
1558, consume etme ,sap,201
1559,sistem mimarisi yonetimi konusunda tecrubeli ,sap,201
1560,analitik dusunen,sap,201
1561, problem cozme becerisi yuksek ,sap,201
1562,guclu iletisim yetenegi olan ,sap,201
1563,yeni teknolojileri konusunda bilgi sahibi ,sap,201
1564, ogrenmeye acik,sap,201
1565, abap,sap,202
1566, webdynpro ,sap,202
1567,brfplus ,sap,202
1568, analitik dusunen,sap,202
1569,ingilizce ,sap,202
1570,esnek calisma saatlerine uyabilecek ,sap,202
1571,ekip calismasina yatkin,sap,202
1572,seyahat engeli olmayan ozellikle ,sap,202
1573,ingilizce,sap,203
1574,otomotiv sektoru,sap,203
1575, proje yonetimi ,sap,203
1576, ekip calismasina yatkin ,sap,203
1577, iletisim becerisine sahip,sap,203
1578, analitik dusunen,sap,203
1579, problem cozme ,sap,203
1580,karar alma ,sap,203
1581,planlama becerisine sahip ,sap,203
1582,  projelerin surec takibi,sap,203
1583, almanca,sap,204
1584, danisman,sap,204
1585,seyahat etme kisiti olmayan ,sap,204
1586,uluslararasi projelerde calismak isteyen ,sap,204
1587,deneyimli ,sap,204
