genel_nit_is_tanimi,ilan_baslik,label,skills
universitelerin endustri muhendisligi sletme muhendisligi bolumlerinde lisans egitimi gormus derecede ngilizce bilgisi olan zekasi ilac sektoru surecleri ilgili bilgi sahibi surec analizi alaninda deneyimli tercihen surec akisi modelleme araclariyla calismis office uygulamalarini ileri duzeyde kullanma deneyimi olan ekip calismasina yatkin analitik dusunme problem cozme yetenegine sahip yazili sozlu iletisimi kuvvetli erkek adaylar icin askerlik hizmetini tamamlamis veya tecilli olan tanimi surecleri fonksiyonel ihtiyaclarin analizi fonksiyonel htiyaclarin analizlerini gerceklestirmek uyarlama ihtiyaclarini belirlemek uyarlamalar ilgili arastirma tasarim konfigurasyon dokumantasyon yapmak sistem entegrasyon testlerini gerceklestirmek kullanici yonetici egitimleri vermek kariyerini analiz ilac sektorunde gelistirmis ekip arkadaslari ariyoruz,analisti sektoru tecrubeli,is_analizi_raporlama,surec akis modelleme ingilizce surec analizi ihtiyac analizi raporlama office programlari
gida analiz laboratuvarinda analist olarak calisabilecek universitelerin kimya bolumlerinden mezun tercihen hplc cihazlarini kullanabilen tercihen yonetim sistemleri konusunda deneyimli tercihen metod validasyonu olcum belirsizligi uygulama hesaplama bilgisine sahip tercihen gida analizleri konusunda tecrubeli ofis araclari office programlarini kullanabilen ekip calismasina yatkin iletisim becerileri gelismis yogun tempo esnek calisma saatlerine uyumlu erkekler icin askerlik hizmetini tamamlamis tanimi gida laboratuvarimizda gorevlendirilmek uzere sorumlu oldugu analizlerde gelen numunelerin ilgili talimatlara gore hazirlanmasini musteri istekleri dogrultusunda analiz edilmesini kayitlarin tutulmasi saglayacak takim arkadasi ariyoruz,gida analisti,is_analizi_raporlama,office programlari gida analizi kimya ekip calismasi
bizimle kariyere katilmaya misin universitelerin bilgisayar muhendisligi endustri muhendisligi matematik matematik muhendisligi sletme bolumlerinden mezun bilgi sistemleri finans sektorune ilgi duyan tercihen server veri tabani konularinda bilgi sahibi analiz surec kavramlarina hakim htiyac analizi sistem analizi case agile programlama pratiklerini bilen uygulayabilecek modelleme kapsam belirleme diagram olusturma test caseleri yazabilme uygulama becerisi yuksek tanimi,analist,is_analizi_raporlama,finans veri tabani analiz ihtiyac analizi sistem analizi case agile programlama diagram test case
tercihen lisans meslek yuksek okullarinin tekstil yada kimya bolumlerinden mezun ngilizce bilen tercihen elyaf analizi konusunda deneyimli mikroskopik analiz yapabilen urun icerigi ilgili etiket bilgisine yonelik elyaf test metotlari hakkinda bilgili kalite surecleri konusunda bilgi sahibi konusuna hakim erkek adaylar icin askerlik gorevini tamamlamis stanbul avrupa yakasinda ikamet eden tanimi rketimizin gunesli ofisinde tuketici urunler laboratuvarimizda elyaf analizi uzmani olarak calisacak yukaridaki ozelliklere sahip takim arkadasi aramaktayiz,elyaf analisti,is_analizi_raporlama,elyaf analizi mikroskopik analiz elyaf analizi uzmani
tercihen meslek yuksek okullarinin yada meslek liselerinin kimya bolumlerinden mezun hardline oyuncak analizlerinde tecrubeli cocuk kirtasiye urunlerin guvenlik testlerini yapabilen oyuncak disindaki hardline urunlerin fiziksel testlerini bilen standartlarini bilen ngilizce bilen stanbul avrupa yakasindan ikamet eden tanimi rketimizin stanbul gunesli merkez ofisinde hardline oyuncak laboratuvarimizda analist olarak gorev alabilecek yukaridaki ozelliklere sahip calisma arkadasi aramaktayiz,deneyimli analist,is_analizi_raporlama,kimya oyuncak analizi cocuk kirtasiye urunlerinin guvenlik testleri fiziksel test ingilizce 
teknolojik altyapisi musteri ihtiyaclarini gozeterek olusturdugu urun yelpazesi musteri merkezli hizmet anlayisi sektorunde ilklerin oncusu olarak dunyada calisani faaliyet gosteren sompo japan sigorta buyuyen ekibinde gorev alacak bireysel urunler analisti ariyor universitelerin lisans bolumlerinden mezun minimum elementer sigortacilik deneyimine sahip derecede ngilizce bilen analitik dusunebilen detaylara hakim olmayi seven kararli sabirli calisma anlayisina sahip microsoft office programlarini duzeyde kullanabilen takim calismasina yatkin erkek adaylar icin askerlik hizmetini tamamlamis olmak tercihen bireysel teknik urunleri konusunda deneyimli trafik kasko konut dask ferdi kaza winsure sigortacilik paket programi bilgisine sahip daha once sigorta sektorunde urun tasarimi yapip testlerini gerceklestirmis underwriter olarak calismis proje yonetimi planlamasi deneyimine sahip tanimi sistemlerle ilgili gelistirme yenilik taleplerinin degerlendirilmesi gerekli analizlerin yapilmasi altyapi tasarimlarini bilgi teknolojileri departmani calisarak koordinasyonun saglanmasi teknik dokumantasyonun olusturulmasi guncel tutulmasi kullanici kabul testlerinin gerceklestirilmesi surec gelistirme operasyonel verimliligin arttirilmasina yonelik calismalarin yurutulmesi mevzuat degisikliklerinin takip edilmesi gerektiginde sistemsel degisikliklerin yapilmasinin saglanmasi,reysel urunler anali,is_analizi_raporlama,ingilizce analitik dusunen sabirli office programlari trafik kasko konut dask ferdi kaza winsure sigortacilik paket programi bilgisine sahip sigorta sektoru urun tasarimi proje yonetimi altyapi tasarimlari raporlama
data sirketler grubunun parcasi dunyaya guclu cozumleri sunan itelligence istiraki platinium partner olan itelligence turkiye kurumsal yazilim cozumleri danismanligi alaninda turkiye lider servis saglayicisi olarak yilindan beri hizmet vermektedir buyuyen organizasyonumuz icin global musterimizdeki ekibimizin parcasi olacak business analyst ariyoruz universitelerin ilgili bolumlerinden mezun analisti olarak minimum deneyim sahibi alanda kariyer hedefi olan musteri ihtiyaclari dogrultusunda cozum uretebilecek ekip calismasina yatkin sirketimizin dinamik yapisina uyum saglayabilecek guclu iletisim yetenegine sahip derecede ngilizce bilgisine sahip tercihen denetim firmalarinda deneyimi olan yurtici yurtdisi seyehat engeli olmayan erkek adaylar icin askerlik gorevini tamamlamis tanimi altindaki birimlerin cobit cercevesinde gerekliliklerini tespit edilmesine destek olmak lgili birimlerine hizmet veren bolumundeki sureclerini cikarmak urunlerin dokumantasyon eksiklerini tespit etmek dokumantasyonlarin yapilmasina destek olmak,business analyst,is_analizi_raporlama,analiz cozum uretebilen ekip calismasi iletisin becerilerine sahip ingilizce
genel teli kler tanimi sanayiinde uretim satis pazarlama alanlarinda faaliyet gosteren stanbul tuzla kimya sanayicileri icinde alan fabrikamizin kalite kontrol laboratuvarinda gorevlendirilmek uzere kimya muhendisligi kimya biyoloji bolumlerinden mezun analist calisma arkadaslari aramaktayiz tanimi universitelerin kimya muhendisligi kimya biyoloji bolumlerinden mezun ngilizce bilen office uygulamalarini kullanabilen analitik dusunebilen cozum odakli gelisime acik ekip calismasina yatkin erkek adaylar icin askerlik gorevini tamamlamis stanbul anadolu yakasinda ikamet eden analist adaylari aranmaktadir,analist,is_analizi_raporlama, kimya kontrol laboratuvari office programlari analitik dusunen cozum odakli gelisime acik ekip calismasina yatkin 
universitelerin muhendislik bolumlerinden mezun teknolojileri alaninda analizi proje yonetimi usability calismalarinda minimum deneyim sahibi leri duzeyde ngilizce bilen analitik bakis acisina sahip gelecege yonelik vizyon sahibi arastirmayi gelistirmeyi problem cozmeyi seven ekip calismasina yatkin sonuc odakli takip yonu kuvvetli tanimi ticaret projelerinin analiz calismalarinin analizi tamamlanmis projelerin devreye alinmasi icin proje yonetimi test calismalarinin yurutulmesi yeni uygulamalari surec iyilestirme calismalarinin yapilmasi ticaret konusunda teknolojik gelismeleri trendleri takip ederek iyilestirme gelistirme calismalarinin yapilmasi musteri deneyimini maksimize etmek icin usability calismalarinin yurutulmesi operasyonel mukemmelligi saglamak icin mevcut sureclerin dokumantasyonunun yapilmasi egitimlerin verilmesi surec yalinlastirma calismalarinin yurutulmesi,caret anali,is_analizi_raporlama, analiz ingilizce analitik dusunen arastirmayi seven problem cozmeyi seven ekip calismasina yatkin sonuc odakli takip yonu kuvvetli ticaret 
analisti tercihen universitelerin bilgisayar muhendisligi bolumlerinden mezun test senaryo teknikleri hakkinda bilgi sahibi tercihen test otomasyon araclari konusunda bilgi sahibi tercihen agile scrum kanban projelerde gorev almis yazilim ihtiyac analizinde bilgi tecrubeye sahip derecede planlama organizasyon takibi becerisine sahip etkin etkili iletisim kurabilen takim calismasina yatkin tanimi gelistirilecek projelerde ihtiyaclarinin saptanmasi analizi uygulama fonksiyon gereksinimlerinin tasarlanmasi uygulama ekran tasarimlarinin yapilmasi fonksiyon analiz tasarim dokumantasyonunun hazirlanmasi sureclerini analiz edip ihtiyaclari belirlemek ilgili verileri toplayip analiz etmek gelistirilecek uygulamalarin kabul testleri icin test senaryolarinin olusturulmasi kabul testlerinin uygulanmasi test sonuclarinin raporlanmasi projeler gelistirmeler iyilestirmeler duzeltmeler icin gereken analiz calismalarinin yapilmasi ilgili dokumanlarin hazirlanmasi proje kapsamindaki yazilim test sureclerinin yonetilmesi kullanici kabul testi oncesi kalite testlerinin yapilmasi kullanici kabul testleri asamasina destek verilmesi,analisti,is_analizi_raporlama,test senaryo analiz ingilizce raporlama veri analizi ekip calismasina yatkin
veripark proje sureclerinde tarif edilen yazilimdaki planlama raporlama analiz test sureclerini beklenen sure kalitede gerceklestirmek proje yoneticisi tarafindan kendisine verilen gorevleri yerine getirerek veripark kurum yada musteri projelerinde aktif olarak almak uzere universitelerin yillik muhendislik tercihen endustri bilgisayar elektronik muhendisligi bolumlerinden biri fakultelerinden mezun analist pozisyonunda deneyimli yazilim proje yonetimi konusunda kendisini gelistirmek isteyen letisim analiz raporlama sunum becerileri guclu cozum uretmeyi seven dinamik sonuc odakli takipci dokumantasyon anlaminda dikkatli titiz olduguna inanan ngilizce bilgisi duzeyde olan yurtdisi musteriler cozum ortaklari iletisim anlaminda sorun yasamayacak calisma arkadasi ariyoruz tanimi gereksinim analizi yapmak fonksiyonel tasarim gorsel ekran tasarimi gerceklestirmek proje durum raporlari hazirlamak proje planlari hazirlamak proje dokumantasyonu hazirlamak test senaryosu hazirlamak test yapmak surum yonetimi yaparak surum cikarmak hata sorun yonetim uygulamalarini kullanmak,analist,is_analizi_raporlama, analiz raporlama sunum cozum uretmeyi seven dinamik sonuc odakli takipci ingilizce gorsel ekran tasarimi test senaryosu hata sorun yonetim 
universitelerin endustri muhendisligi matematik muhendisligi bilgisayar muhendisligi sletme muhendisligi statistik veya esdeger bolumlerinden mezun yazilimin surec analizi yazilim gereksinimi belirleme dokumantasyon test senaryolari gelistirme test kabul faaliyetlerini gerceklestirme koordine etme konularinda deneyim sahibi leri duzeyde office word excel visio powerpoint uygulamalarini kullanabilen konusunda deneyim sahibi agile scrum konularinda bilgi sahibi jira project server veya benzeri issue tracking sistemi kullanmis planli disiplinli calisma aliskanligi olan tercihen talep yonetimi uygulamasi kullanmis talep yonetimi uygulama gelistirme sureclerine hakim tercihen seyahat teknolojileri deneyimine sahip duzeyde ngilizce bilen takim calismalarinda etkin iletisim gucu yuksek sorumluluk sahibi problem cozme yetkinligine sahip arastirmaci yenilikci erkek adaylar icin askerlik yukumlulugunu tamamlamis veya tecil ettirmis tanimi microsoft platformunda gelistirilecek olan eknoloji ekibimizde analisti olarak gorev alacak ekip arkadasi aramaktayiz,analisti,is_analizi_raporlama,raporlama surec analizi test senaryolari office programlari scrum project server disiplinli calisma talep yonetimi uygulama gelistirme seyahat teknolojileri ingilizce sorumluluk sahibi problem cozme arastirmaci yenilikci iletisim becerilerine sahip
universitelerin endustri muhendisligi bilgisayar muhendisligi matematik muhendisligi sletme muhendisligi yonetim bilisim sistemleri bolumlerinden mezun surec analizi gelistirme modelleme kurumsal akislari konusunda tecrubeli tercihen perakende veya fason uretim sektorunde deneyimli derecede ngilizce bilgisi olan tercihen yazilim kodlama veya sistemleri alaninda bilgili veya deneyimli office programlarini project visio excel powerpoint duzeyde kullanabilen fade ikna yetenegi liderlik vasiflari gelismis analitik dusunen cozum odakli dinamik ekip calismasinda uyumlu ogrenileni yapisa aktarimda pratik erkek adaylar icin askerlik hizmetini tamamlamis muaf gorev tanimi proje analizlerini yapmak projenin uygulanabilirligini kriterleri degerlendirmek sonuclari yonetime sunmak devreye alinacak projelerde proje ekibini olusturmak proje planini yapmak adimlarini takip etmek projenin veya sorumlu oldugu gorevlerin zamaninda tamamlanmasini saglayacak zaman kaynak planlamasini gerceklestirmek kritik sureclerin detay analizini yapmak sorunlari tespit etmek cozum onerileri gelistirmek yazilim projelerinde kullanici ihtiyaclarina gore tasarim yapmak problemlere yaratici yeni cozum onerileri gelistirmek devreye alinmasi icin planlamasini yapmak proje dokuman yonetimini yurutmek proje yonetimi yazilim gelistirme sureclerinin takip etmek raporlari analiz etmek sonuclar uretmek sunmak,analisti proje yonetimi sorumlusu finans,is_analizi_raporlama,surec analizi modelleme uretim sektoru ingilizce yazilim kodlama office programlari ikna yetenegi liderlik analitik dusunen cozum odakli ekip calismasinda uyumlu detay analizi raporlama
universitelerin ilgili bolumlerinden mezun tercihen lojistik tedarik zinciri perakende sektorlerinde minimum benzer pozisyonlarda deneyimli duzeyde ngilizce bilgisine sahip data veri yorumlama analiz yetenegine sahip surec akislarini hizli kavrayabilen alternatif akis diyagramlari gelistirebilen analizi modelleme safhalarini ustlenebilecek oracle bilgisi olan tercihen kullanici deneyimi konusunda deneyimli tercihen yuksek lisans mezunu tanimi yazilim gelistirme projeleri icin birimleri yakin temas halinde bulunarak yazilim iyilestirme ihtiyaclarini analiz etmek analiz dokumanlarini hazirlamak gereksinimlere gore sistem tasarimlarini ekran tasarimi veri tabani tasarimi yapmak yazilim ekibi birimi arasindaki bilgi akisinin dogru eksiksiz sekilde gerceklesmesini saglamak gelistirilen uygulamalarin sistem testlerini yurutmek koordine etmek sletimde cikabilecek yazilim veya kullanim sorunlarinin cozumlemek,analisti,is_analizi_raporlama,ingilizce veri yorumlama veri analiz surec akislari akis diyagramlari modelleme oracle yazilim gelistirme veri tabani tasarimi sistem testleri
medical park hastaneler grubunun gaziantep lokasyonunda gorevlendirilmek uzere asagidaki nitelikler analisti stihdam edilecektir universitelerin endustri muhendisligi bilgisayar muhendisligi sletme muhendisligi yonetim bilisim sistemi ktisat benzeri bolumlerinden mezun tercihen analizi alaninda deneyimli tercihen saglik sektorunde tecrubeli surec analizi gereksinimi belirlemek dokumantasyon test senaryolari hazirlama test konularinda deneyim sahibi analitik dusunce yapisina sahip letisim kabiliyeti yuksek tercihen seviyede ngilizce bilen modullerini kullanabilen takim calismasina yatkin cozum odakli erkek adaylar icin askerlik gorevini tamamlamis tanimi,analisti,is_analizi_raporlama,saglik analiz ekip calismasina yatkin analitik dusunen
turkiye yildir modern guvenilir saglik hizmeti sunan saglikta yeniliklerin oncusu grubumuz belgesinin yani sira alman american joint commission international akreditasyon belgelerine sahip olup turkiye ortadogu kuzey afrika dogu avrupa orta asya bircok bransta referans merkezi konumdadir ceyrek asri askin deneyimiyle alanda bransta hizmet vererek yeniliklerin oncusu olmaya devam eden grup florence nightingale olarak genel merkezimiz yonetime bagli calisabilecek analisti,analisti,is_analizi_raporlama,analiz 
yilinda hizmet vermeye baslayan sirketimiz yilinda aldigi bireysel emeklilik lisansi bireysel emeklilik sistemi faaliyet gostermeye kazanmis olup turkiye isminden ettiren hizli buyuyen bireysel emeklilik hayat sigortasi sirketlerinden biridir koklu vakif kulturunun mirascisi olan vakif emeklilik turkiye onemli yerel sermaye paydaslarindan vakifbank istirakidir vakif emeklilik hayat ortaklik yapisi vakiflar bankasi gunes sigorta diger hissedarlar seklinde olusmaktadir genel mudurlugu stanbul bulunan vakif emeklilik bolge mudurlugu direkt satis ekibi acenteleriyle urunlerini musterilerine sunmaktadir yaygin bankasurans agina sahip olan vakif emeklilik yurt geneline yayilmis vakifbank vakif katilim bankasi icbc turkey bank dagitim kanali olarak calismakla beraber turkiye finans katilim bankasi birligi icerisindedir sirketimizin bilgi teknolojileri gelistirme mudurlugu analisti olarak gorev alacak asagidaki kriterlere uygun calisma arkadaslari ariyoruz universitelerin endustri muhendisligi matematik muhendisligi bilgisayar muhendisligi sletme muhendisligi statistik veya benzeri bolumlerinden mezun uygulama gelistirme projelerinde analiz fonksiyonel tasarim test calismalarinda uygulamalarla ilgili analizi sistemsel tasarim hata yonetimi deneyimi olan yili bireysel emeklilik hayat sektorunde olmak uzere deneyimli servisler police zeyil uretim komisyon tahsilat ozellikle bankasurans sureclerinde bilgi sahibi java teknolojileri liskisel veri tabanlari ozellikle oracle konusunda bilgi sahibi derecede bilgi sahibi microsoft word soap excel powerpoint visio programlarini kullanabilen case test senaryosu diyagramlari olusturabilen proje talep yonetimi metodolojisine sahip kaynak yonetimi konusunda bilgi sahibi takim calismalarinda etkin iletisim gucu yuksek sorumluluk sahibi askerlik yukumlulugunu tamamlamis veya tecil ettirmis calisma arkadaslari ariyoruz tanimi sirket mevcut uygulamalari icin ihtiyaclari dogrultusunda iletilen proje niteligindeki taleplerin yeni ihtiyaci olarak belli buyukluge bagli iletilen talepler dogrultusunda olusturulan ihtiyac analizi dokumanlari fonksiyonel tasarimlarin hazirlanmasi htiyac analiz dokumanlarinin birimlerine sunumunun yapilmasi onaylarinin alinmasi fonksiyonel tasarimlarin birimlerine sunumunun yapilmasi onaylarinin alinmasi test ekibine test prosedur senaryolarinin hazirlanmasi asamasinda destek verilmesi test ekibi tarafindan yapilan fonksiyonel testlere destek verilmesi kullanici kabul testlerinin gerceklestirilerek uygulamalarin canliya alinmasi asamalarinda destek verilmesi canliya gecis sonrasi uygulama kontrollerinin yapilmasi asamasinda destek verilmesi mevcut uygulamalarin surekliligini saglamak icin gunluk aylik periyodik yapilacak kontrollerin belirlenmesi gunluk kontrol cizelgelerinin cikarilmasi ilgili konularin destek yonetimi ekibine devir edilmesi talep proje yonetimi metodolojisine uygun olarak ilgili ekiplere destek verilmesi,analisti,is_analizi_raporlama,analiz fonksiyonel tasarim test sistemsel tasarim hata yonetimi java teknolojileri veri tabani oracle test senaryosu diyagramlari proje talep yonetimi raporlama office programlari
genel teli kler tanimi universitelerin yillik egitim veren bolumlerinden birinden mezun olmalidir tercihen bilgisayar matematik statistik endustri bolumlerinden mezun teknik ngilizce bilgisi yeterli duzeyde olan yazilim projelerinde analiz egitim devreye alma sureclerinde sureli profesyonel deneyimine sahip saglik sektoru icin gelistirilmis yazilim yazilim bakim projesinde analiz sureclerinde gorev almis sureclerinin analiz edilmesi kullanici ihtiyaclarinin tespit edilmesi dokumante edilmesi uyarlama devreye alma konularinda tecrubeli agile scrum benzeri proje yonetim metotlari konusunda deneyimli olmalidir liskisel veri tabani konusunda bilgi sahibi olmalidir planli organize belgeleyerek calisabilen isini sahiplenen sorumluluk almaya istekli takim calismasina yatkin yazili sozlu iletisim sunum becerileri kuvvetli analitik dusunen problem cozme becerisine sahip sonuc odakli calisan arastirma gelistirme odakli tanimi mevcut yeni gelistirilen projeler icin analisti olarak gorev yaparak kullanicilarla birlikte ihtiyaclarini belirlemek mevcut altyapi uygulamalari dikkate alarak ihtiyac duyulan surecleri olusturmak belgelemek gerekli yazilim urunlerini onyuzler bilesenler tasarlamak gelistirme ekibine aktarmak gerekiyorsa mevcut yazilimlarin geriye donuk dokumantasyon yapilmasi isinde almak musteri kabul birimi yazilim gelistirme birimi arasinda taleplerin dogru anlasilmasi surecin sorunsuz yurutulmesi konusunda almak gerekiyorsa veri aktarimini tasarlamak planlanmak gerekiyorsa bilgilendirme egitim belgelerini hazirlamak egitmenlere aktarimda bulunmak sureclerde ilgili calismalara dair belgeleri uretmek,anali,is_analizi_raporlama,ingilizce saglik veri tabani sonuc odakli yaklasim proje yonetimi raporlama analitik dusunen
universitelerin ilgili bolumlerinden mezun genel internet teknolojileri commerce trendleri konusunda bilgili tercihen hybris commerce projelerinde analist olarak gorev almis veya modullerinde tecrubeli tercihen entegrasyon tecrubesi olan ngilizce okuma anlama yetkinligi yuksek erkek adaylar icin askerlikle ilisigi bulunmayan veya tecilli tanimi hybris commerce projelerinde musteri surec analizlerinin yapilmasi analizlerinin hybris commerce yapabilirliklerine paralel bicimde modellenmesi kullanilacak modullerin yapilacak uyarlamalarin netlestirilmesi cozum mimarisi olusturma surecinde team lead cozum mimarlari koordinasyon saglanmasi jira confluence ortamlarinda scrum kanban proje metodolojilerine uygun bicimde kavramsal tasarimin islenmesi jira story tasklerinin team lead koordine bicimde olusturulmasi story uzerinden sorumlulari birlikte hareket ederek test senaryolarinin olusturulmasina destek olunmasi proje kapsaminda devreye alinacak veri yapilarinin alan detayinda netlestirilmesi initial data olusturma sureclerinin yonetimi data upload scriptlerinin planlanmasi gerceklestirilmesi projelerde hybris backoffice kokpitleri uzerinden yonetilen konfigurasyon template parametre duzenlemelerinin gerceklestirilmesi musterilere gerekli urun modul kokpit egitimlerinin verilmesi presales calismalarina destek olunmasi,hybris analisti,is_analizi_raporlama,ingilizce scrum.cozum mimarilari hybris backoffice kokpitleri 
krobi yoloji konusunda agnosti tler ureten rmamizda hdam lmek uzere versi teleri tibbi laboratuvar bolumunden mezun terci krobi yoloji bakteri yoloji seroloji laboratuvari tecrubesi tecrubeli office uygulamalarina haki surucu ehli yeti sahi istanbulun anadolu yakasinda veya kocaeli ilinde kamet eden askerli yapmis takim arkadasi aramaktayiz,laboratuvar analisti,is_analizi_raporlama,surucu ehliyeti tibbi laboratuvar bakteri office programlari
universitelerin endustri muhendisligi yonetim bilisim sistemleri matematik statistik bolumlerinden mezun analizi sureclerinde calismis tercihen ticaret sureclerinde almis liskisel veri yapilari server visio project office uygulamalarina hakim case sema dokuman hazirlamada tecrubeli jira surec yonetimi uygulamalari kullanmis scrum waterfall proje yonetimi metotlari hakkinda bilgi sahibi duzenli raporlama aliskanligi olan dokumantasyona onem veren takim calismasina yatkin analitik dusunme problem cozme yetenegine sahip etkili iletisim becerileri olan farkli projeleri koordine etme takip etme konusunda basarili ihtiyaclarini sistem gerekliliklerini anlayabilen sorumluluk sahibi tanimi yazilim projelerinde analisti olarak gorev yaparak proje paydaslarinin gercek ihtiyaclarini ortaya cikarmak analiz etmek dogrulamak test etmek projelerde musteri tarafi yazilim gelistiren taraf proje yonetim ekibi arasindaki ihtiyaclarin akisini saglayan kopru gorevini ustlenmek proje ihtiyaclarinin dokumante edilmesinden sorumlu olmak mock cizimleri yapmak akis aktivite diyagramlari kullanici senaryolari olusturmak gelistirilen urunleri test etmek hata bulgulari takip ederek duzelttirmek sureclerde proje yonetimi sorumlulugunu ustlenerek gerektiginde kararlar alabilmek,analisti,is_analizi_raporlama,veri yapilari office programlari proje yonetimi surec yonetimi scrum waterfall raporlama analitik dusunen problem cozme yetenegine sahip iletisim becerilerine sahip ekip calismasina yatkin analiz test akis aktivite diyagramlari kullanici senaryolari urunleri test etmek hata bulmak
genel nitelikler universitelerin endustri muhendisligi yonetim bilgi sistemi bilgisayar teknolojisi bilisim sistemleri sletme enformatigi bilgisayar matematik ekonometri statistik sletme muhendisligi bilgisayar muhendisligi bilgisayar programciligi matematik muhendisligi statistik benzeri yillik bolumlerinden mezun leri seviyede ngilizce bilen seviyede sunum dokumantasyon becerisine sahip temel yazilim gelistirme sureclerine hakim teknik yeterlilik modelleme yetenegi olan erkek adaylar icin askerlik gorevini tamamlamis muaf raporlama yonu kuvvetli analitik dusunebilen problem cozme becerisi iletisim yonu temsil yetenegi guclu uzlasmaci motive edici ikna kabiliyeti yuksek degisime yeniliklere acik kurum kulturu etik kurallara onem veren analizi metodolojisi modelleme teknikleri test yonetimi sureclerini bilmek tercihen iiba cbap analizi metodolojisi modelleme teknikleri test yonetimi sertifika programlarindan sertfikali olmak egitim programlarinda egitim almis olmak tanimi birimlerinden gelen talepler dogrultusunda ihtiyaclarini belirlemek ihtiyaclarina gore surec tasarimi fonksiyonel teknik analiz yapmak analiz dokumanini hazirlamak birimleri mutabakati saglamak ekran tasarimlarinin yapilmasi gerektiginde sorumlu oldugu uygulamalarla ilgili olarak problem cozum destegi vermek mutlak teknik yeterlilikte olmak yazilim bilgisine tercihen sahip olmak analiz metotlarini bilmek analiz dokumaninda yazilim test ekiplerinin ihtiyaci anlamasi icin fonksiyonlari kullanim durumlarini sequence diagramlarini dizayn edilmis kullanici arayuzlerini sistemin veritabani servisler baglantilarini sistemin sahip oldugu yapiya gore modellemeyi anlasilabilir sekilde sunmak tercihen test surecleri konusunda bilgi sahibi olmak test senaryolari hazirlamak uygulamalari kullanima acmadan once test edilmesini saglamak ciktilara onay vermek,analisti,is_analizi_raporlama,ingilizce sunum raporlama etik kurallari test yonetimi analiz sequence diagramlari
departman biges ekibi gunumuzde teknolojinin populer alanlarindan birisi olan nesnelerin nterneti kullanicilarin bulut tabanli uygulamalara cozumlere diledigi platformdan kolayca ulasmasini saglamak amaciyla gelistirilen saas software service modeli buna bagli guclu bulut altyapisi otonom sistemler gibi konularda benzersiz projeler uzerinde calismaktadir gelecegin guvenlik teknolojilerini ulkemize kazandiran dunyanin basarili markalarinin temsilciligini basariyla yuruten sirket basarisini calisanlarinin basarisi mumkun olduguna inanan genc dinamik ekibin parcasi uyesi olmak gelecek basarilarinda sahibi olmak ister misiniz pozisyon dijital urunler konusunda tecrubeli yazilim veya donanim urunleri gelistiren ekiplerde daha evvel bulunmus tercihen multi tenant saas uygulamasi projesinde almis sureci inceleme degerlendirme gereklilik tanimlama iyilestirme planlamada sorumlulugu ustlenecek takim arkadasi ariyoruz beraber calisir isek yapacaklariniz gereklerini tanimlamak paydaslardan bilgi toplamak proje hedeflerini tanimlamak akisi cizelgelerini olusturmak mevcut sistemleri incelemek bunlari alan yeni sistemler gelistirmek mevcut sistemler uzerinde degisiklikler tasarlamak proje ekip gereksinimleri butcesi hazirlamak proje zaman takvimi planlamak ekibi icin test senaryolari hazirlamak proje suresince cikacak sorunlara cozum bulmak konusunda onayak olmak projenin rayinda gittigini kontrol ederek ilerleme raporlari hazirlamak projede elde edilen bilgi deneyimi teknik raporlar belgelemek aradigimiz ozellikler herhangi planlama yonetim araci kullanmis olmak agile methodology pratigi olmak dijital urun gelistirmis ekiplerde almis olmak olsa olur dedigimiz ozellikler kisilik ekiplerde almis olmak ayni anda birden fazla projeyle ilgilenmis olmak haklar proje bazli prim yuksek lisans doktora programlarina katilim icin tesvik patent basvurulari icin tesvik ticarilestirilebilir projeler icin tesvik,analisti,is_analizi_raporlama,bulut otonom sistemler guvenlik saas cizelge olusturmak proje planlama test senaryolari raporlama 
